ann√©e,pop_id,cat_id,nombre_employe,nombre_chomeur
2012,pop_2,cat_7,721,196
2013,pop_2,cat_7,717,207
2014,pop_2,cat_7,693,185
2015,pop_2,cat_7,656,187
2016,pop_2,cat_7,670,178
2017,pop_2,cat_7,709,184
2018,pop_2,cat_7,685,165
2019,pop_2,cat_7,663,146
2020,pop_2,cat_7,608,123
1982,pop_3,cat_7,338,34
1983,pop_3,cat_7,326,34
1984,pop_3,cat_7,305,40
1985,pop_3,cat_7,285,35
1986,pop_3,cat_7,281,35
1987,pop_3,cat_7,263,34
1988,pop_3,cat_7,263,35
1989,pop_3,cat_7,251,30
1990,pop_3,cat_7,244,28
1991,pop_3,cat_7,213,26
1992,pop_3,cat_7,206,36
1993,pop_3,cat_7,185,26
1994,pop_3,cat_7,158,24
1995,pop_3,cat_7,155,27
1996,pop_3,cat_7,161,32
1997,pop_3,cat_7,172,38
1998,pop_3,cat_7,175,41
1999,pop_3,cat_7,170,40
2000,pop_3,cat_7,188,31
2001,pop_3,cat_7,208,30
2002,pop_3,cat_7,196,27
2003,pop_3,cat_7,173,32
2004,pop_3,cat_7,196,29
2005,pop_3,cat_7,203,25
2006,pop_3,cat_7,187,27
2007,pop_3,cat_7,191,30
2008,pop_3,cat_7,183,24
2009,pop_3,cat_7,211,34
2010,pop_3,cat_7,219,38
2011,pop_3,cat_7,209,38
2012,pop_3,cat_7,236,50
2013,pop_3,cat_7,260,51
2014,pop_3,cat_7,265,48
2015,pop_3,cat_7,265,59
2016,pop_3,cat_7,266,64
2017,pop_3,cat_7,293,53
2018,pop_3,cat_7,284,45
2019,pop_3,cat_7,292,48
2020,pop_3,cat_7,295,41
1982,pop_4,cat_7,313,46
1983,pop_4,cat_7,306,46
1984,pop_4,cat_7,270,50
1985,pop_4,cat_7,266,50
1986,pop_4,cat_7,235,38
1987,pop_4,cat_7,223,41
1988,pop_4,cat_7,210,36
1989,pop_4,cat_7,209,36
1990,pop_4,cat_7,199,38
1991,pop_4,cat_7,174,33
1992,pop_4,cat_7,154,31
1993,pop_4,cat_7,136,28
1994,pop_4,cat_7,120,19
1995,pop_4,cat_7,134,19
1996,pop_4,cat_7,119,26
1997,pop_4,cat_7,117,18
1998,pop_4,cat_7,132,22
1999,pop_4,cat_7,115,25
2000,pop_4,cat_7,131,23
2001,pop_4,cat_7,119,20
2002,pop_4,cat_7,109,19
2003,pop_4,cat_7,90,21
2004,pop_4,cat_7,87,24
2005,pop_4,cat_7,75,18
2006,pop_4,cat_7,73,26
2007,pop_4,cat_7,88,20
2008,pop_4,cat_7,75,19
2009,pop_4,cat_7,71,22
2010,pop_4,cat_7,66,23
2011,pop_4,cat_7,74,21
2012,pop_4,cat_7,65,22
2013,pop_4,cat_7,60,27
2014,pop_4,cat_7,56,19
2015,pop_4,cat_7,62,17
2016,pop_4,cat_7,58,22
2017,pop_4,cat_7,72,19
2018,pop_4,cat_7,73,18
2019,pop_4,cat_7,74,17
2020,pop_4,cat_7,65,17
1982,pop_5,cat_7,551,90
1983,pop_5,cat_7,555,86
1984,pop_5,cat_7,549,100
1985,pop_5,cat_7,599,130
1986,pop_5,cat_7,600,130
1987,pop_5,cat_7,578,149
1988,pop_5,cat_7,542,152
1989,pop_5,cat_7,565,152
1990,pop_5,cat_7,572,144
1991,pop_5,cat_7,565,131
1992,pop_5,cat_7,556,142
1993,pop_5,cat_7,511,127
1994,pop_5,cat_7,497,131
1995,pop_5,cat_7,472,128
1996,pop_5,cat_7,461,117
1997,pop_5,cat_7,471,116
1998,pop_5,cat_7,478,120
1999,pop_5,cat_7,490,122
2000,pop_5,cat_7,534,109
2001,pop_5,cat_7,534,105
2002,pop_5,cat_7,522,100
2003,pop_5,cat_7,483,110
2004,pop_5,cat_7,483,111
2005,pop_5,cat_7,474,108
2006,pop_5,cat_7,445,105
2007,pop_5,cat_7,429,90
2008,pop_5,cat_7,434,87
2009,pop_5,cat_7,395,99
2010,pop_5,cat_7,391,102
2011,pop_5,cat_7,402,95
2012,pop_5,cat_7,366,94
2013,pop_5,cat_7,347,103
2014,pop_5,cat_7,361,99
2015,pop_5,cat_7,353,95
2016,pop_5,cat_7,346,100
2017,pop_5,cat_7,342,88
2018,pop_5,cat_7,329,82
2019,pop_5,cat_7,324,82
2020,pop_5,cat_7,311,70
1982,pop_6,cat_7,183,27
1983,pop_6,cat_7,154,26
1984,pop_6,cat_7,145,26
1985,pop_6,cat_7,142,24
1986,pop_6,cat_7,143,21
1987,pop_6,cat_7,141,31
1988,pop_6,cat_7,122,30
1989,pop_6,cat_7,115,26
1990,pop_6,cat_7,136,21
1991,pop_6,cat_7,135,22
1992,pop_6,cat_7,120,22
1993,pop_6,cat_7,107,17
1994,pop_6,cat_7,111,16
1995,pop_6,cat_7,107,13
1996,pop_6,cat_7,95,16
1997,pop_6,cat_7,100,20
1998,pop_6,cat_7,110,19
1999,pop_6,cat_7,116,22
2000,pop_6,cat_7,120,21
2001,pop_6,cat_7,130,16
2002,pop_6,cat_7,129,18
2003,pop_6,cat_7,147,22
2004,pop_6,cat_7,150,21
2005,pop_6,cat_7,153,21
2006,pop_6,cat_7,167,23
2007,pop_6,cat_7,188,25
2008,pop_6,cat_7,172,20
2009,pop_6,cat_7,170,23
2010,pop_6,cat_7,174,22
2011,pop_6,cat_7,185,27
2012,pop_6,cat_7,196,26
2013,pop_6,cat_7,189,31
2014,pop_6,cat_7,194,31
2015,pop_6,cat_7,205,35
2016,pop_6,cat_7,219,34
2017,pop_6,cat_7,235,35
2018,pop_6,cat_7,220,35
2019,pop_6,cat_7,209,32
2020,pop_6,cat_7,205,25
1982,pop_1,cat_8,352,
1983,pop_1,cat_8,351,
1984,pop_1,cat_8,330,
1985,pop_1,cat_8,335,
1986,pop_1,cat_8,344,
1987,pop_1,cat_8,318,
1988,pop_1,cat_8,338,
1989,pop_1,cat_8,312,
1990,pop_1,cat_8,296,
1991,pop_1,cat_8,300,
1992,pop_1,cat_8,300,
1993,pop_1,cat_8,273,
1994,pop_1,cat_8,266,
1995,pop_1,cat_8,265,
1996,pop_1,cat_8,267,
1997,pop_1,cat_8,236,
1998,pop_1,cat_8,212,
1999,pop_1,cat_8,148,
2000,pop_1,cat_8,124,
2001,pop_1,cat_8,68,
2002,pop_1,cat_8,50,
2003,pop_1,cat_8,7,
2004,pop_1,cat_8,5,
2005,pop_1,cat_8,7,
2006,pop_1,cat_8,6,
2007,pop_1,cat_8,7,
2008,pop_1,cat_8,7,
2009,pop_1,cat_8,6,
2010,pop_1,cat_8,5,
2011,pop_1,cat_8,5,
2012,pop_1,cat_8,4,
2013,pop_1,cat_8,4,
2014,pop_1,cat_8,3,
2015,pop_1,cat_8,7,
2016,pop_1,cat_8,5,
2017,pop_1,cat_8,5,
2018,pop_1,cat_8,5,
2019,pop_1,cat_8,5,
2020,pop_1,cat_8,5,
1982,pop_2,cat_8,25,
1983,pop_2,cat_8,26,
1984,pop_2,cat_8,26,
1985,pop_2,cat_8,26,
1986,pop_2,cat_8,26,
1987,pop_2,cat_8,26,
1988,pop_2,cat_8,27,
1989,pop_2,cat_8,27,
1990,pop_2,cat_8,27,
1991,pop_2,cat_8,28,
1992,pop_2,cat_8,28,
1993,pop_2,cat_8,28,
1994,pop_2,cat_8,28,
1995,pop_2,cat_8,28,
1996,pop_2,cat_8,28,
1997,pop_2,cat_8,28,
1998,pop_2,cat_8,28,
1999,pop_2,cat_8,28,
2000,pop_2,cat_8,28,
2001,pop_2,cat_8,28,
2002,pop_2,cat_8,28,
2003,pop_2,cat_8,28,
2004,pop_2,cat_8,27,
2005,pop_2,cat_8,27,
2006,pop_2,cat_8,28,
2007,pop_2,cat_8,28,
2008,pop_2,cat_8,28,
2009,pop_2,cat_8,27,
2010,pop_2,cat_8,27,
2011,pop_2,cat_8,27,
2012,pop_2,cat_8,26,
2013,pop_2,cat_8,26,
2014,pop_2,cat_8,25,
2015,pop_2,cat_8,23,
2016,pop_2,cat_8,35,
2017,pop_2,cat_8,20,
2018,pop_2,cat_8,35,
2019,pop_2,cat_8,38,
2020,pop_2,cat_8,34,
1982,pop_3,cat_8,9,
1983,pop_3,cat_8,9,
1984,pop_3,cat_8,8,
1985,pop_3,cat_8,8,
1986,pop_3,cat_8,8,
1987,pop_3,cat_8,8,
1988,pop_3,cat_8,8,
1989,pop_3,cat_8,8,
1990,pop_3,cat_8,8,
1991,pop_3,cat_8,7,
1992,pop_3,cat_8,7,
1993,pop_3,cat_8,7,
1994,pop_3,cat_8,7,
1995,pop_3,cat_8,7,
1996,pop_3,cat_8,7,
1997,pop_3,cat_8,7,
1998,pop_3,cat_8,8,
1999,pop_3,cat_8,8,
2000,pop_3,cat_8,8,
2001,pop_3,cat_8,9,
2002,pop_3,cat_8,9,
2003,pop_3,cat_8,10,
2004,pop_3,cat_8,10,
2005,pop_3,cat_8,10,
2006,pop_3,cat_8,10,
2007,pop_3,cat_8,10,
2008,pop_3,cat_8,10,
2009,pop_3,cat_8,11,
2010,pop_3,cat_8,11,
2011,pop_3,cat_8,11,
2012,pop_3,cat_8,12,
2013,pop_3,cat_8,12,
2014,pop_3,cat_8,15,
2015,pop_3,cat_8,10,
2016,pop_3,cat_8,12,
2017,pop_3,cat_8,12,
2018,pop_3,cat_8,20,
2019,pop_3,cat_8,20,
2020,pop_3,cat_8,18,
1982,pop_4,cat_8,8,
1983,pop_4,cat_8,8,
1984,pop_4,cat_8,8,
1985,pop_4,cat_8,7,
1986,pop_4,cat_8,8,
1987,pop_4,cat_8,8,
1988,pop_4,cat_8,7,
1989,pop_4,cat_8,7,
1990,pop_4,cat_8,7,
1991,pop_4,cat_8,6,
1992,pop_4,cat_8,6,
1993,pop_4,cat_8,6,
1994,pop_4,cat_8,5,
1995,pop_4,cat_8,5,
1996,pop_4,cat_8,5,
1997,pop_4,cat_8,4,
1998,pop_4,cat_8,5,
1999,pop_4,cat_8,5,
2000,pop_4,cat_8,5,
2001,pop_4,cat_8,5,
2002,pop_4,cat_8,5,
2003,pop_4,cat_8,5,
2004,pop_4,cat_8,5,
2005,pop_4,cat_8,5,
2006,pop_4,cat_8,5,
2007,pop_4,cat_8,5,
2008,pop_4,cat_8,5,
2009,pop_4,cat_8,5,
2010,pop_4,cat_8,5,
2011,pop_4,cat_8,5,
2012,pop_4,cat_8,5,
2013,pop_4,cat_8,5,
2014,pop_4,cat_8,4,
2015,pop_4,cat_8,3,
2016,pop_4,cat_8,6,
2017,pop_4,cat_8,6,
2018,pop_4,cat_8,6,
2019,pop_4,cat_8,5,
2020,pop_4,cat_8,3,
1982,pop_5,cat_8,16,
1983,pop_5,cat_8,17,
1984,pop_5,cat_8,17,
1985,pop_5,cat_8,17,
1986,pop_5,cat_8,18,
1987,pop_5,cat_8,18,
1988,pop_5,cat_8,18,
1989,pop_5,cat_8,19,
1990,pop_5,cat_8,19,
1991,pop_5,cat_8,20,
1992,pop_5,cat_8,20,
1993,pop_5,cat_8,21,
1994,pop_5,cat_8,21,
1995,pop_5,cat_8,21,
1996,pop_5,cat_8,22,
1997,pop_5,cat_8,22,
1998,pop_5,cat_8,22,
1999,pop_5,cat_8,22,
2000,pop_5,cat_8,22,
2001,pop_5,cat_8,22,
2002,pop_5,cat_8,22,
2003,pop_5,cat_8,22,
2004,pop_5,cat_8,22,
2005,pop_5,cat_8,22,
2006,pop_5,cat_8,23,
2007,pop_5,cat_8,23,
2008,pop_5,cat_8,23,
2009,pop_5,cat_8,23,
2010,pop_5,cat_8,23,
2011,pop_5,cat_8,23,
2012,pop_5,cat_8,23,
2013,pop_5,cat_8,23,
2014,pop_5,cat_8,18,
2015,pop_5,cat_8,22,
2016,pop_5,cat_8,29,
2017,pop_5,cat_8,21,
2018,pop_5,cat_8,25,
2019,pop_5,cat_8,34,
2020,pop_5,cat_8,35,
1982,pop_6,cat_8,7,
1983,pop_6,cat_8,7,
1984,pop_6,cat_8,7,
1985,pop_6,cat_8,7,
1986,pop_6,cat_8,7,
1987,pop_6,cat_8,7,
1988,pop_6,cat_8,7,
1989,pop_6,cat_8,7,
1990,pop_6,cat_8,7,
1991,pop_6,cat_8,7,
1992,pop_6,cat_8,6,
1993,pop_6,cat_8,6,
1994,pop_6,cat_8,7,
1995,pop_6,cat_8,7,
1996,pop_6,cat_8,7,
1997,pop_6,cat_8,7,
1998,pop_6,cat_8,8,
1999,pop_6,cat_8,8,
2000,pop_6,cat_8,9,
2001,pop_6,cat_8,9,
2002,pop_6,cat_8,9,
2003,pop_6,cat_8,10,
2004,pop_6,cat_8,11,
2005,pop_6,cat_8,11,
2006,pop_6,cat_8,11,
2007,pop_6,cat_8,12,
2008,pop_6,cat_8,12,
2009,pop_6,cat_8,12,
2010,pop_6,cat_8,13,
2011,pop_6,cat_8,13,
2012,pop_6,cat_8,14,
2013,pop_6,cat_8,14,
2014,pop_6,cat_8,13,
2015,pop_6,cat_8,15,
2016,pop_6,cat_8,18,
2017,pop_6,cat_8,14,
2018,pop_6,cat_8,19,
2019,pop_6,cat_8,19,
2020,pop_6,cat_8,20,
1982,pop_4,cat_5,982,107
1982,pop_5,cat_5,2595,186
1982,pop_6,cat_5,744,45
1982,pop_1,cat_5,322,25
1982,pop_2,cat_5,887,21
1982,pop_3,cat_5,238,9
1983,pop_4,cat_5,957,117
1983,pop_5,cat_5,2689,198
1983,pop_6,cat_5,680,43
1983,pop_1,cat_5,314,25
1983,pop_2,cat_5,892,23
1983,pop_3,cat_5,216,6
1984,pop_4,cat_5,918,137
1984,pop_5,cat_5,2739,229
1984,pop_6,cat_5,665,49
1984,pop_1,cat_5,299,34
1984,pop_2,cat_5,912,27
1984,pop_3,cat_5,196,6
1985,pop_4,cat_5,932,116
1985,pop_5,cat_5,2776,240
1985,pop_6,cat_5,685,55
1985,pop_1,cat_5,299,33
1985,pop_2,cat_5,910,25
1985,pop_3,cat_5,186,5
1986,pop_4,cat_5,958,141
1986,pop_5,cat_5,2863,267
1986,pop_6,cat_5,703,51
1986,pop_1,cat_5,302,34
1986,pop_2,cat_5,946,43
1986,pop_3,cat_5,174,7
1987,pop_4,cat_5,963,148
1987,pop_5,cat_5,2904,299
1987,pop_6,cat_5,691,54
1987,pop_1,cat_5,298,36
1987,pop_2,cat_5,977,39
1987,pop_3,cat_5,172,7
1988,pop_4,cat_5,936,138
1988,pop_5,cat_5,3003,313
1988,pop_6,cat_5,702,57
1988,pop_1,cat_5,281,34
1988,pop_2,cat_5,1004,45
1988,pop_3,cat_5,172,7
1989,pop_4,cat_5,936,129
1989,pop_5,cat_5,3119,326
1989,pop_6,cat_5,721,60
1989,pop_1,cat_5,283,34
1989,pop_2,cat_5,1070,42
1989,pop_3,cat_5,170,8
1990,pop_4,cat_5,883,121
1990,pop_5,cat_5,3218,318
1990,pop_6,cat_5,685,57
1990,pop_1,cat_5,266,38
1990,pop_2,cat_5,1014,61
1990,pop_3,cat_5,175,13
1991,pop_4,cat_5,794,116
1991,pop_5,cat_5,3266,322
1991,pop_6,cat_5,658,62
1991,pop_1,cat_5,227,35
1991,pop_2,cat_5,971,65
1991,pop_3,cat_5,159,12
1992,pop_4,cat_5,732,126
1992,pop_5,cat_5,3364,387
1992,pop_6,cat_5,652,61
1992,pop_1,cat_5,222,39
1992,pop_2,cat_5,971,77
1992,pop_3,cat_5,162,10
1993,pop_4,cat_5,688,135
1993,pop_5,cat_5,3488,438
1993,pop_6,cat_5,716,58
1993,pop_1,cat_5,235,41
1993,pop_2,cat_5,1046,88
1993,pop_3,cat_5,173,8
1994,pop_4,cat_5,648,129
1994,pop_5,cat_5,3559,481
1994,pop_6,cat_5,710,57
1994,pop_1,cat_5,227,46
1994,pop_2,cat_5,1077,92
1994,pop_3,cat_5,165,14
1995,pop_4,cat_5,627,118
1995,pop_5,cat_5,3632,481
1995,pop_6,cat_5,762,61
1995,pop_1,cat_5,228,37
1995,pop_2,cat_5,1100,103
1995,pop_3,cat_5,173,11
1996,pop_4,cat_5,603,104
1996,pop_5,cat_5,3764,500
1996,pop_6,cat_5,780,69
1996,pop_1,cat_5,212,40
1996,pop_2,cat_5,1096,108
1996,pop_3,cat_5,174,12
1997,pop_4,cat_5,557,92
1997,pop_5,cat_5,3738,489
1997,pop_6,cat_5,832,75
1997,pop_1,cat_5,210,36
1997,pop_2,cat_5,1123,104
1997,pop_3,cat_5,179,15
1998,pop_4,cat_5,542,81
1998,pop_5,cat_5,3791,510
1998,pop_6,cat_5,849,80
1998,pop_1,cat_5,208,33
1998,pop_2,cat_5,1156,115
1998,pop_3,cat_5,189,14
1999,pop_4,cat_5,553,70
1999,pop_5,cat_5,3797,485
1999,pop_6,cat_5,929,82
1999,pop_1,cat_5,228,36
1999,pop_2,cat_5,1131,116
1999,pop_3,cat_5,223,21
2000,pop_4,cat_5,599,63
2000,pop_5,cat_5,3829,452
2000,pop_6,cat_5,1001,74
2000,pop_1,cat_5,250,34
2000,pop_2,cat_5,1146,84
2000,pop_3,cat_5,227,20
2001,pop_4,cat_5,610,69
2001,pop_5,cat_5,3814,396
2001,pop_6,cat_5,1054,74
2001,pop_1,cat_5,255,29
2001,pop_2,cat_5,1206,88
2001,pop_3,cat_5,239,13
2002,pop_4,cat_5,654,68
2002,pop_5,cat_5,3828,369
2002,pop_6,cat_5,1113,71
2002,pop_1,cat_5,279,32
2002,pop_2,cat_5,1201,92
2002,pop_3,cat_5,249,15
2003,pop_4,cat_5,652,91
2003,pop_5,cat_5,3802,387
2003,pop_6,cat_5,1207,81
2003,pop_1,cat_5,260,34
2003,pop_2,cat_5,1190,111
2003,pop_3,cat_5,275,19
2004,pop_4,cat_5,646,95
2004,pop_5,cat_5,3729,390
2004,pop_6,cat_5,1262,86
2004,pop_1,cat_5,266,34
2004,pop_2,cat_5,1196,109
2004,pop_3,cat_5,286,14
2005,pop_4,cat_5,648,106
2005,pop_5,cat_5,3747,404
2005,pop_6,cat_5,1313,87
2005,pop_1,cat_5,254,45
2005,pop_2,cat_5,1228,114
2005,pop_3,cat_5,305,15
2006,pop_4,cat_5,632,109
2006,pop_5,cat_5,3728,398
2006,pop_6,cat_5,1374,82
2006,pop_1,cat_5,236,43
2006,pop_2,cat_5,1182,105
2006,pop_3,cat_5,340,17
2007,pop_4,cat_5,654,97
2007,pop_5,cat_5,3814,360
2007,pop_6,cat_5,1442,71
2007,pop_1,cat_5,259,30
2007,pop_2,cat_5,1181,101
2007,pop_3,cat_5,332,16
2008,pop_4,cat_5,649,79
2008,pop_5,cat_5,3810,325
2008,pop_6,cat_5,1487,72
2008,pop_1,cat_5,270,32
2008,pop_2,cat_5,1224,84
2008,pop_3,cat_5,364,17
2009,pop_4,cat_5,642,102
2009,pop_5,cat_5,3699,365
2009,pop_6,cat_5,1544,91
2009,pop_1,cat_5,265,42
2009,pop_2,cat_5,1177,105
2009,pop_3,cat_5,366,20
2010,pop_4,cat_5,612,105
2010,pop_5,cat_5,3642,397
2010,pop_6,cat_5,1583,106
2010,pop_1,cat_5,255,42
2010,pop_2,cat_5,1155,106
2010,pop_3,cat_5,369,19
2011,pop_4,cat_5,601,105
2011,pop_5,cat_5,3516,400
2011,pop_6,cat_5,1602,110
2011,pop_1,cat_5,251,44
2011,pop_2,cat_5,1149,116
2011,pop_3,cat_5,381,23
2012,pop_4,cat_5,574,99
2012,pop_5,cat_5,3445,422
2012,pop_6,cat_5,1687,119
2012,pop_1,cat_5,238,39
2012,pop_2,cat_5,1139,134
2012,pop_3,cat_5,384,27
2013,pop_4,cat_5,566,99
2013,pop_5,cat_5,3482,417
2013,pop_6,cat_5,1683,139
2013,pop_1,cat_5,255,42
2013,pop_2,cat_5,1101,140
2013,pop_3,cat_5,397,31
2014,pop_4,cat_5,571,90
2014,pop_5,cat_5,3421,408
2014,pop_6,cat_5,1766,150
2014,pop_1,cat_5,259,51
2014,pop_2,cat_5,1089,143
2014,pop_3,cat_5,398,34
2015,pop_4,cat_5,578,92
2015,pop_5,cat_5,3289,414
2015,pop_6,cat_5,1814,138
2015,pop_1,cat_5,253,47
2015,pop_2,cat_5,1131,147
2015,pop_3,cat_5,397,39
2016,pop_4,cat_5,564,98
2016,pop_5,cat_5,3163,410
2016,pop_6,cat_5,1830,139
2016,pop_1,cat_5,244,46
2016,pop_2,cat_5,1098,135
2016,pop_3,cat_5,389,32
2017,pop_4,cat_5,549,80
2017,pop_5,cat_5,3149,390
2017,pop_6,cat_5,1846,142
2017,pop_1,cat_5,270,46
2017,pop_2,cat_5,1074,131
2017,pop_3,cat_5,410,45
2018,pop_4,cat_5,558,86
2018,pop_5,cat_5,3166,369
2018,pop_6,cat_5,1853,140
2018,pop_1,cat_5,279,42
2018,pop_2,cat_5,1058,125
2018,pop_3,cat_5,435,39
2019,pop_4,cat_5,577,68
2019,pop_5,cat_5,3070,322
2019,pop_6,cat_5,1831,147
2019,pop_1,cat_5,274,47
2019,pop_2,cat_5,1084,112
2019,pop_3,cat_5,435,37
2020,pop_4,cat_5,529,87
2020,pop_5,cat_5,2904,277
2020,pop_6,cat_5,1797,117
2020,pop_1,cat_5,271,44
2020,pop_2,cat_5,1039,106
2020,pop_3,cat_5,426,32
